Specie,Transporter,TC number,Family,Target sugar,Description,Status,Source ID (NCBI)
Fischerella thermalis CCMEE 5205,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Fischerella thermalis CCMEE 5205],🟢 Confirmed,PMB43892.1
Fischerella thermalis CCMEE 5205,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5205],🟢 Confirmed,PMB42667.1
Fischerella thermalis CCMEE 5205,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Fischerella thermalis CCMEE 5205],🟢 Confirmed,PMB41178.1
Fischerella thermalis CCMEE 5330,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5330],🟢 Confirmed,PMB40454.1
Fischerella thermalis CCMEE 5330,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5330],🟢 Confirmed,PMB40207.1
Fischerella thermalis CCMEE 5205,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5205],🟢 Confirmed,PMB40159.1
Fischerella thermalis CCMEE 5330,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Fischerella thermalis CCMEE 5330],🟢 Confirmed,PMB40043.1
Fischerella thermalis CCMEE 5319,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Fischerella thermalis CCMEE 5319],🟢 Confirmed,PMB39874.1
Fischerella thermalis CCMEE 5330,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Fischerella thermalis CCMEE 5330],🟢 Confirmed,PMB39863.1
Fischerella thermalis CCMEE 5330,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5330],🟢 Confirmed,PMB39095.1
Fischerella thermalis CCMEE 5205,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5205],🟢 Confirmed,PMB38258.1
Fischerella thermalis CCMEE 5208,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5208],🟢 Confirmed,PMB37573.1
Fischerella thermalis BR2B,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Fischerella thermalis BR2B],🟢 Confirmed,PMB37459.1
Fischerella thermalis CCMEE 5208,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Fischerella thermalis CCMEE 5208],🟢 Confirmed,PMB36999.1
Fischerella thermalis CCMEE 5208,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5208],🟢 Confirmed,PMB35747.1
Fischerella thermalis BR2B,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis BR2B],🟢 Confirmed,PMB34193.1
Fischerella thermalis BR2B,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis BR2B],🟢 Confirmed,PMB33845.1
Fischerella thermalis CCMEE 5208,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Fischerella thermalis CCMEE 5208],🟢 Confirmed,PMB33187.1
Fischerella thermalis CCMEE 5319,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5319],🟢 Confirmed,PMB31573.1
Fischerella thermalis BR2B,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Fischerella thermalis BR2B],🟢 Confirmed,PMB30449.1
Fischerella thermalis CCMEE 5208,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5208],🟢 Confirmed,PMB30397.1
Fischerella thermalis CCMEE 5208,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Fischerella thermalis CCMEE 5208],🟢 Confirmed,PMB30261.1
Fischerella thermalis BR2B,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Fischerella thermalis BR2B],🟢 Confirmed,PMB30221.1
Fischerella thermalis BR2B,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis BR2B],🟢 Confirmed,PMB30005.1
Fischerella thermalis BR2B,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis BR2B],🟢 Confirmed,PMB29950.1
Fischerella thermalis CCMEE 5208,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5208],🟢 Confirmed,PMB29100.1
Fischerella thermalis CCMEE 5318,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Fischerella thermalis CCMEE 5318],🟢 Confirmed,PMB27891.1
Fischerella thermalis CCMEE 5318,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5318],🟢 Confirmed,PMB26397.1
Fischerella thermalis CCMEE 5198,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Fischerella thermalis CCMEE 5198],🟢 Confirmed,PMB26152.1
Fischerella thermalis CCMEE 5198,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Fischerella thermalis CCMEE 5198],🟢 Confirmed,PMB25886.1
Fischerella thermalis CCMEE 5198,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Fischerella thermalis CCMEE 5198],🟢 Confirmed,PMB24802.1
Fischerella thermalis CCMEE 5198,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5198],🟢 Confirmed,PMB23286.1
Fischerella thermalis CCMEE 5198,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5198],🟢 Confirmed,PMB22168.1
Fischerella thermalis CCMEE 5318,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Fischerella thermalis CCMEE 5318],🟢 Confirmed,PMB21559.1
Fischerella thermalis CCMEE 5198,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5198],🟢 Confirmed,PMB21281.1
Fischerella thermalis CCMEE 5319,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Fischerella thermalis CCMEE 5319],🟢 Confirmed,PMB19556.1
Fischerella thermalis CCMEE 5318,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Fischerella thermalis CCMEE 5318],🟢 Confirmed,PMB19030.1
Fischerella thermalis CCMEE 5318,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter [Fischerella thermalis CCMEE 5318],🟢 Confirmed,PMB19029.1
Fischerella thermalis CCMEE 5318,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5318],🟢 Confirmed,PMB18759.1
Fischerella thermalis CCMEE 5198,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5198],🟢 Confirmed,PMB18724.1
Fischerella thermalis CCMEE 5198,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5198],🟢 Confirmed,PMB17895.1
Fischerella thermalis CCMEE 5318,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Fischerella thermalis CCMEE 5318],🟢 Confirmed,PMB17740.1
Fischerella thermalis CCMEE 5318,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5318],🟢 Confirmed,PMB17598.1
Fischerella thermalis CCMEE 5319,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5319],🟢 Confirmed,PMB17310.1
Fischerella thermalis CCMEE 5318,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5318],🟢 Confirmed,PMB17105.1
Fischerella thermalis CCMEE 5282,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5282],🟢 Confirmed,PMB16520.1
Fischerella thermalis CCMEE 5318,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5318],🟢 Confirmed,PMB15887.1
Fischerella thermalis CCMEE 5319,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Fischerella thermalis CCMEE 5319],🟢 Confirmed,PMB15825.1
Fischerella thermalis CCMEE 5282,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5282],🟢 Confirmed,PMB15127.1
Fischerella thermalis CCMEE 5282,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5282],🟢 Confirmed,PMB14717.1
Fischerella thermalis CCMEE 5282,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Fischerella thermalis CCMEE 5282],🟢 Confirmed,PMB13970.1
Fischerella thermalis CCMEE 5319,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5319],🟢 Confirmed,PMB13578.1
Fischerella thermalis CCMEE 5282,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5282],🟢 Confirmed,PMB12542.1
Fischerella thermalis CCMEE 5282,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5282],🟢 Confirmed,PMB12225.1
Fischerella thermalis CCMEE 5328,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Fischerella thermalis CCMEE 5328],🟢 Confirmed,PMB11450.1
Fischerella thermalis CCMEE 5328,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5328],🟢 Confirmed,PMB11024.1
Fischerella thermalis CCMEE 5282,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Fischerella thermalis CCMEE 5282],🟢 Confirmed,PMB10733.1
Fischerella thermalis CCMEE 5328,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Fischerella thermalis CCMEE 5328],🟢 Confirmed,PMB10312.1
Fischerella thermalis CCMEE 5196,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Fischerella thermalis CCMEE 5196],🟢 Confirmed,PMB05545.1
Fischerella thermalis CCMEE 5328,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5328],🟢 Confirmed,PMB04835.1
Fischerella thermalis CCMEE 5196,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Fischerella thermalis CCMEE 5196],🟢 Confirmed,PMB02514.1
Fischerella thermalis CCMEE 5328,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5328],🟢 Confirmed,PMB02475.1
Fischerella thermalis CCMEE 5328,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5328],🟢 Confirmed,PMB01657.1
Fischerella thermalis CCMEE 5268,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5268],🟢 Confirmed,PMB01017.1
Fischerella thermalis CCMEE 5268,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5268],🟢 Confirmed,PMB00717.1
Fischerella thermalis CCMEE 5196,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5196],🟢 Confirmed,PMB00648.1
Fischerella thermalis CCMEE 5268,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5268],🟢 Confirmed,PLZ99523.1
Fischerella thermalis CCMEE 5268,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Fischerella thermalis CCMEE 5268],🟢 Confirmed,PLZ99007.1
Fischerella thermalis CCMEE 5268,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5268],🟢 Confirmed,PLZ98890.1
Fischerella thermalis CCMEE 5268,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter [Fischerella thermalis CCMEE 5268],🟢 Confirmed,PLZ98121.1
Fischerella thermalis CCMEE 5268,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Fischerella thermalis CCMEE 5268],🟢 Confirmed,PLZ98120.1
Fischerella thermalis CCMEE 5268,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Fischerella thermalis CCMEE 5268],🟢 Confirmed,PLZ97626.1
Fischerella thermalis CCMEE 5196,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5196],🟢 Confirmed,PLZ97141.1
Fischerella thermalis CCMEE 5268,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Fischerella thermalis CCMEE 5268],🟢 Confirmed,PLZ96971.1
Fischerella thermalis CCMEE 5268,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5268],🟢 Confirmed,PLZ96869.1
Fischerella thermalis CCMEE 5268,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5268],🟢 Confirmed,PLZ96016.1
Fischerella thermalis CCMEE 5196,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5196],🟢 Confirmed,PLZ94824.1
Fischerella muscicola CCMEE 5323,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Fischerella muscicola CCMEE 5323],🟢 Confirmed,PLZ94342.1
Fischerella thermalis CCMEE 5194,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Fischerella thermalis CCMEE 5194],🟢 Confirmed,PLZ94279.1
Fischerella thermalis CCMEE 5196,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5196],🟢 Confirmed,PLZ93052.1
Fischerella muscicola CCMEE 5323,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella muscicola CCMEE 5323],🟢 Confirmed,PLZ93046.1
Fischerella thermalis CCMEE 5194,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5194],🟢 Confirmed,PLZ91904.1
Fischerella thermalis CCMEE 5194,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5194],🟢 Confirmed,PLZ90449.1
Fischerella thermalis CCMEE 5196,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Fischerella thermalis CCMEE 5196],🟢 Confirmed,PLZ90025.1
Fischerella thermalis CCMEE 5194,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5194],🟢 Confirmed,PLZ89708.1
Fischerella muscicola CCMEE 5323,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Fischerella muscicola CCMEE 5323],🟢 Confirmed,PLZ89205.1
Fischerella thermalis CCMEE 5194,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5194],🟢 Confirmed,PLZ89005.1
Fischerella thermalis CCMEE 5194,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis CCMEE 5194],🟢 Confirmed,PLZ88276.1
Fischerella thermalis CCMEE 5194,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Fischerella thermalis CCMEE 5194],🟢 Confirmed,PLZ87808.1
Fischerella thermalis CCMEE 5194,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Fischerella thermalis CCMEE 5194],🟢 Confirmed,PLZ87746.1
Fischerella muscicola CCMEE 5323,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Fischerella muscicola CCMEE 5323],🟢 Confirmed,PLZ86721.1
Fischerella muscicola CCMEE 5323,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella muscicola CCMEE 5323],🟢 Confirmed,PLZ86573.1
Fischerella muscicola CCMEE 5323,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Fischerella muscicola CCMEE 5323],🟢 Confirmed,PLZ86256.1
Fischerella thermalis CCMEE 5194,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Fischerella thermalis CCMEE 5194],🟢 Confirmed,PLZ85762.1
Fischerella muscicola CCMEE 5323,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella muscicola CCMEE 5323],🟢 Confirmed,PLZ84768.1
Fischerella muscicola CCMEE 5323,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella muscicola CCMEE 5323],🟢 Confirmed,PLZ83614.1
Fischerella thermalis WC213,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter substrate-binding protein [Fischerella thermalis WC213],🟢 Confirmed,PLZ82858.1
Fischerella thermalis WC217,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis WC217],🟢 Confirmed,PLZ81865.1
Fischerella thermalis WC217,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis WC217],🟢 Confirmed,PLZ81300.1
Fischerella thermalis WC213,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter permease [Fischerella thermalis WC213],🟢 Confirmed,PLZ80254.1
Fischerella thermalis WC245,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Fischerella thermalis WC245],🟢 Confirmed,PLZ80012.1
Fischerella thermalis WC213,sugar abc transporter,3.A.1.1,ABC,broad specificity,sugar ABC transporter ATP-binding protein [Fischerella thermalis WC213],🟢 Confirmed,PLZ79489.1
